,CAS_Number,Chemical_Name,Species_Scientific_Name,Organism_Lifestage,Organism_Age_Mean,Organism_Age_Mean_Op,Exposure_Type,Media_Type,Test_Location,Number_of_Doses,Observed_Response_Mean,Observed_Response_Min,Observed_Response_Max,Observed_Response_Units,ld50_variance,ld50_se,ld50_sd,notes_ld50,Effect,Endpoint,Response_Site,aq_ter,paper code,sample_size,Title,Publication_Year,Observed_Duration_Days,Observed_Duration_Units_Days,Chemical_short,family,genus,Observed_Response_Units_std,Observed_Response_Mean_std,Observed_Response_Min_std,Observed_Response_Max_std
179,210880925,[C(E)]-N-[(2-Chloro-5-thiazolyl)methyl]-N'-methyl-N''-nitroguanidine,Apis mellifera ligustica,Not reported,NR,,Food,No substrate,Lab,8,2.82,NA,NA,AI ng/org,,,,"95% CI listed in figures of bar graphs, but cannot extract exact numbers",Mortality,LD50,Not reported,Terrestrial,23,160,Toxicity of Neonicotinoid Insecticides on Different Honey Bee Genotypes,2013,2,Day(s),Clothianidin,Apidae,Apis,AI ng/org,2.82,NA,NA
186,210880925,[C(E)]-N-[(2-Chloro-5-thiazolyl)methyl]-N'-methyl-N''-nitroguanidine,Apis mellifera ligustica,Not reported,NR,,Food,No substrate,Lab,8,2.5,NA,NA,AI ng/org,,,,"95% CI listed in figures of bar graphs, but cannot extract exact numbers",Mortality,LD50,Not reported,Terrestrial,23,160,Toxicity of Neonicotinoid Insecticides on Different Honey Bee Genotypes,2013,3,Day(s),Clothianidin,Apidae,Apis,AI ng/org,2.5,NA,NA
187,210880925,[C(E)]-N-[(2-Chloro-5-thiazolyl)methyl]-N'-methyl-N''-nitroguanidine,Apis mellifera ligustica,Not reported,NR,,Food,No substrate,Lab,8,2.61,NA,NA,AI ng/org,,,,"95% CI listed in figures of bar graphs, but cannot extract exact numbers",Mortality,LD50,Not reported,Terrestrial,23,160,Toxicity of Neonicotinoid Insecticides on Different Honey Bee Genotypes,2013,2,Day(s),Clothianidin,Apidae,Apis,AI ng/org,2.61,NA,NA
188,210880925,[C(E)]-N-[(2-Chloro-5-thiazolyl)methyl]-N'-methyl-N''-nitroguanidine,Apis mellifera ligustica,Not reported,NR,,Food,No substrate,Lab,8,2.85,NA,NA,AI ng/org,,,,"95% CI listed in figures of bar graphs, but cannot extract exact numbers",Mortality,LD50,Not reported,Terrestrial,23,160,Toxicity of Neonicotinoid Insecticides on Different Honey Bee Genotypes,2013,1,Day(s),Clothianidin,Apidae,Apis,AI ng/org,2.85,NA,NA
191,210880925,[C(E)]-N-[(2-Chloro-5-thiazolyl)methyl]-N'-methyl-N''-nitroguanidine,Apis mellifera ligustica,Not reported,NR,,Food,No substrate,Lab,8,1.24,NA,NA,AI ng/org,,,,"95% CI listed in figures of bar graphs, but cannot extract exact numbers",Mortality,LD50,Not reported,Terrestrial,23,160,Toxicity of Neonicotinoid Insecticides on Different Honey Bee Genotypes,2013,1,Day(s),Clothianidin,Apidae,Apis,AI ng/org,1.24,NA,NA
192,210880925,[C(E)]-N-[(2-Chloro-5-thiazolyl)methyl]-N'-methyl-N''-nitroguanidine,Apis mellifera ligustica,Not reported,NR,,Food,No substrate,Lab,8,1.11,NA,NA,AI ng/org,,,,"95% CI listed in figures of bar graphs, but cannot extract exact numbers",Mortality,LD50,Not reported,Terrestrial,23,160,Toxicity of Neonicotinoid Insecticides on Different Honey Bee Genotypes,2013,2,Day(s),Clothianidin,Apidae,Apis,AI ng/org,1.11,NA,NA
193,210880925,[C(E)]-N-[(2-Chloro-5-thiazolyl)methyl]-N'-methyl-N''-nitroguanidine,Apis mellifera ligustica,Not reported,NR,,Food,No substrate,Lab,8,1.25,NA,NA,AI ng/org,,,,"95% CI listed in figures of bar graphs, but cannot extract exact numbers",Mortality,LD50,Not reported,Terrestrial,23,160,Toxicity of Neonicotinoid Insecticides on Different Honey Bee Genotypes,2013,3,Day(s),Clothianidin,Apidae,Apis,AI ng/org,1.25,NA,NA
45,138261413,(2E)-1-[(6-Chloro-3-pyridinyl)methyl]-N-nitro-2-imidazolidinimine,Apis mellifera ligustica,Adult,NR,,"Topical, general",No substrate,Lab,8,21.209,18.77,23.65,ng/org,,,,,Mortality,LD50,Not reported,Terrestrial,24,720,Neonicotinoid Clothianidin Adversely Affects Insect Immunity and Promotes Replication of a Viral Pathogen in Honey Bees,2013,1,Day(s),Imidacloprid,Apidae,Apis,ng/org,21.209,18.77,23.65
177,210880925,[C(E)]-N-[(2-Chloro-5-thiazolyl)methyl]-N'-methyl-N''-nitroguanidine,Apis mellifera ligustica,Adult,NR,,"Topical, general",No substrate,Lab,6,21.418,19.3,23.45,ng/org,,,,,Mortality,LD50,Not reported,Terrestrial,24,540,Neonicotinoid Clothianidin Adversely Affects Insect Immunity and Promotes Replication of a Viral Pathogen in Honey Bees,2013,1,Day(s),Clothianidin,Apidae,Apis,ng/org,21.418,19.3,23.45
60,138261413,(2E)-1-[(6-Chloro-3-pyridinyl)methyl]-N-nitro-2-imidazolidinimine,Bombus terrestris,Not reported,NR,,Food,No substrate,Lab,NR,0.04,NA,NA,ug/org,,,,NR,Mortality,LD50,Not reported,Terrestrial,25,5,Laboratory Assessment of Pesticide Toxicity to Bumblebees,2003,1,Day(s),Imidacloprid,Apidae,Bombus,ng/org,40,NA,NA
63,138261413,(2E)-1-[(6-Chloro-3-pyridinyl)methyl]-N-nitro-2-imidazolidinimine,Bombus terrestris,Not reported,NR,,Food,No substrate,Lab,NR,0.02,NA,NA,ug/org,,,,NR,Mortality,LD50,Not reported,Terrestrial,25,5,Laboratory Assessment of Pesticide Toxicity to Bumblebees,2003,3,Day(s),Imidacloprid,Apidae,Bombus,ng/org,20,NA,NA
64,138261413,(2E)-1-[(6-Chloro-3-pyridinyl)methyl]-N-nitro-2-imidazolidinimine,Bombus terrestris,Not reported,NR,,Dropwise,No substrate,Lab,NR,0.02,NA,NA,ug/org,,,,NR,Mortality,LD50,Not reported,Terrestrial,25,5,Laboratory Assessment of Pesticide Toxicity to Bumblebees,2003,3,Day(s),Imidacloprid,Apidae,Bombus,ng/org,20,NA,NA
61,138261413,(2E)-1-[(6-Chloro-3-pyridinyl)methyl]-N-nitro-2-imidazolidinimine,Bombus terrestris,Adult,NR,,"Diet, unspecified",No substrate,Lab,6,0.038,0.012,0.075,AI ug/org,,,,,Mortality,LD50,Not reported,Terrestrial,26,180,Unravelling the Molecular Determinants of Bee Sensitivity to Neonicotinoid Insecticides,2018,2,Day(s),Imidacloprid,Apidae,Bombus,AI ng/org,38,12,75
62,138261413,(2E)-1-[(6-Chloro-3-pyridinyl)methyl]-N-nitro-2-imidazolidinimine,Bombus terrestris,Adult,NR,,"Topical, general",No substrate,Lab,6,0.38,0.12,1.45,AI ug/org,,,,,Mortality,LD50,Not reported,Terrestrial,26,180,Unravelling the Molecular Determinants of Bee Sensitivity to Neonicotinoid Insecticides,2018,2,Day(s),Imidacloprid,Apidae,Bombus,AI ng/org,380,120,1450
67,138261413,(2E)-1-[(6-Chloro-3-pyridinyl)methyl]-N-nitro-2-imidazolidinimine,Melipona quadrifasciata,Adult,NR,,Food,No substrate,Lab,7,23.54,NA,NA,AI ng/org,,2.56±0.28,,slope±SE,Mortality,LD50,Not reported,Terrestrial,27,210,Spinosad in the Native Stingless Bee Melipona quadrifasciata: Regrettable Non-Target Toxicity of a Bioinsecticide,2015,1,Day(s),Imidacloprid,Apidae,Melipona,AI ng/org,23.54,NA,NA
68,138261413,(2E)-1-[(6-Chloro-3-pyridinyl)methyl]-N-nitro-2-imidazolidinimine,Melipona scutellaris,Adult,NR,,Dermal,No substrate,Lab,7,1.29,0.813,1.903,AI ng/org,,,,,Mortality,LD50,Not reported,Terrestrial,28,210,"Determination of Acute Lethal Doses (LD50 and LC50) of Imidacloprid for the Native Bee Melipona scutellaris Latreille, 1811 (Hymenoptera: Apidae)",2015,2,Day(s),Imidacloprid,Apidae,Melipona,AI ng/org,1.29,0.813,1.903
69,138261413,(2E)-1-[(6-Chloro-3-pyridinyl)methyl]-N-nitro-2-imidazolidinimine,Melipona scutellaris,Adult,NR,,Dermal,No substrate,Lab,7,2.41,1.63,3.27,AI ng/org,,,,,Mortality,LD50,Not reported,Terrestrial,28,210,"Determination of Acute Lethal Doses (LD50 and LC50) of Imidacloprid for the Native Bee Melipona scutellaris Latreille, 1811 (Hymenoptera: Apidae)",2015,1,Day(s),Imidacloprid,Apidae,Melipona,AI ng/org,2.41,1.63,3.27
70,138261413,(2E)-1-[(6-Chloro-3-pyridinyl)methyl]-N-nitro-2-imidazolidinimine,Nannotrigona perilampoides,Not reported,NR,,"Topical, general",No substrate,Lab,5,0.0011,8e-04,0.0015,ug/org,,,,,Mortality,LD50,Not reported,Terrestrial,29,100,Comparative Toxicity of Pesticides to Stingless Bees (Hymenoptera: Apidae: Meliponini),2009,1,Day(s),Imidacloprid,Apidae,Nannotrigona,ng/org,1.1,0.8,1.5
143,153719234,"3-[(2-Chloro-5-thiazolyl)methyl]tetrahydro-5-methyl-N-nitro-4H-1,3,5-oxadiazin-4-imine",Nannotrigona perilampoides,Not reported,NR,,"Topical, general",No substrate,Lab,5,0.004,0.003,0.006,ug/org,,,,,Mortality,LD50,Not reported,Terrestrial,29,100,Comparative Toxicity of Pesticides to Stingless Bees (Hymenoptera: Apidae: Meliponini),2009,1,Day(s),Thiamethoxam,Apidae,Nannotrigona,ng/org,4,3,6
73,138261413,(2E)-1-[(6-Chloro-3-pyridinyl)methyl]-N-nitro-2-imidazolidinimine,Scaptotrigona postica,Not reported,NR,,Dermal,No substrate,Lab,8,25.2,20.13,30.28,AI ng/org,,,,,Mortality,LD50,Not reported,Terrestrial,30,480,"Toxicity of Imidacloprid to the Stingless Bee Scaptotrigona Postica latreille, 1807 (Hymenoptera: Apidae)",2015,1,Day(s),Imidacloprid,Apidae,Scaptotrigona,AI ng/org,25.2,20.13,30.28
74,138261413,(2E)-1-[(6-Chloro-3-pyridinyl)methyl]-N-nitro-2-imidazolidinimine,Scaptotrigona postica,Not reported,NR,,Dermal,No substrate,Lab,8,24.5,13.71,35.22,AI ng/org,,,,,Mortality,LD50,Not reported,Terrestrial,30,480,"Toxicity of Imidacloprid to the Stingless Bee Scaptotrigona Postica latreille, 1807 (Hymenoptera: Apidae)",2015,2,Day(s),Imidacloprid,Apidae,Scaptotrigona,AI ng/org,24.5,13.71,35.22
80,153719234,"3-[(2-Chloro-5-thiazolyl)methyl]tetrahydro-5-methyl-N-nitro-4H-1,3,5-oxadiazin-4-imine",Apis mellifera,Adult,NR,,Food,No substrate,Lab,9,2.66,1.32,4.32,AI ng/org,,,,,Mortality,LD50,Not reported,Terrestrial,31,320,"Comparative Toxicity of Two Neonicotinoids and a Pyrethroid to Forager Honeybees (Apis mellifera L, 1758) (Hymenoptera: Apidae) by Different Exposure Methods",2020,2,Day(s),Thiamethoxam,Apidae,Apis,AI ng/org,2.66,1.32,4.32
81,153719234,"3-[(2-Chloro-5-thiazolyl)methyl]tetrahydro-5-methyl-N-nitro-4H-1,3,5-oxadiazin-4-imine",Apis mellifera,Adult,NR,,"Spray, unspecified",No substrate,Lab,9,6.68,3.19,13,AI ng/org,,,,,Mortality,LD50,Not reported,Terrestrial,31,320,"Comparative Toxicity of Two Neonicotinoids and a Pyrethroid to Forager Honeybees (Apis mellifera L, 1758) (Hymenoptera: Apidae) by Different Exposure Methods",2020,2,Day(s),Thiamethoxam,Apidae,Apis,AI ng/org,6.68,3.19,13
82,153719234,"3-[(2-Chloro-5-thiazolyl)methyl]tetrahydro-5-methyl-N-nitro-4H-1,3,5-oxadiazin-4-imine",Apis mellifera,Adult,NR,,Dermal,No substrate,Lab,9,23.4,12.1,34.5,AI ng/org,,,,,Mortality,LD50,Not reported,Terrestrial,31,320,"Comparative Toxicity of Two Neonicotinoids and a Pyrethroid to Forager Honeybees (Apis mellifera L, 1758) (Hymenoptera: Apidae) by Different Exposure Methods",2020,2,Day(s),Thiamethoxam,Apidae,Apis,AI ng/org,23.4,12.1,34.5
86,153719234,"3-[(2-Chloro-5-thiazolyl)methyl]tetrahydro-5-methyl-N-nitro-4H-1,3,5-oxadiazin-4-imine",Apis mellifera,Not reported,NR,,"Topical, general",No substrate,Lab,NR,51.16,NA,NA,ng/org,,,,95% CI listed here as 47.07-56.28; not sure why the ECOTOX database bas the observed min and max as NA,Mortality,LD50,Not reported,Terrestrial,32,30,Development of Biomarkers of Exposure to Xenobiotics in the Honey Bee Apis mellifera: Application to the Systemic Insecticide Thiamethoxam,2012,2,Day(s),Thiamethoxam,Apidae,Apis,ng/org,51.16,NA,NA
95,153719234,"3-[(2-Chloro-5-thiazolyl)methyl]tetrahydro-5-methyl-N-nitro-4H-1,3,5-oxadiazin-4-imine",Apis mellifera,Adult,NR,,Food,No substrate,Lab,7,2.48,NA,NA,AI ng/org,,,,NR,Mortality,LD50,Not reported,Terrestrial,33,360,Effects of Thiamethoxam and Spinosad on the Survival and Hypopharyngeal Glands of the African Honey Bee (Apis mellifera Intermissa),2020,1,Day(s),Thiamethoxam,Apidae,Apis,AI ng/org,2.48,NA,NA
96,153719234,"3-[(2-Chloro-5-thiazolyl)methyl]tetrahydro-5-methyl-N-nitro-4H-1,3,5-oxadiazin-4-imine",Apis mellifera,Not reported,NR,,Food,No substrate,Lab,11,4.679,3.862,5.552,AI ng/org,,,,,Mortality,LD50,Not reported,Terrestrial,34,330,Toxicity of Neonicotinoid Insecticides to Honey Bees: Laboratory Tests,2011,1,Day(s),Thiamethoxam,Apidae,Apis,AI ng/org,4.679,3.862,5.552
97,153719234,"3-[(2-Chloro-5-thiazolyl)methyl]tetrahydro-5-methyl-N-nitro-4H-1,3,5-oxadiazin-4-imine",Apis mellifera,Not reported,NR,,Food,No substrate,Lab,11,4.316,3.517,5.154,AI ng/org,,,,,Mortality,LD50,Not reported,Terrestrial,34,330,Toxicity of Neonicotinoid Insecticides to Honey Bees: Laboratory Tests,2011,3,Day(s),Thiamethoxam,Apidae,Apis,AI ng/org,4.316,3.517,5.154
98,153719234,"3-[(2-Chloro-5-thiazolyl)methyl]tetrahydro-5-methyl-N-nitro-4H-1,3,5-oxadiazin-4-imine",Apis mellifera,Not reported,NR,,Food,No substrate,Lab,11,4.411,3.612,5.252,AI ng/org,,,,,Mortality,LD50,Not reported,Terrestrial,34,330,Toxicity of Neonicotinoid Insecticides to Honey Bees: Laboratory Tests,2011,2,Day(s),Thiamethoxam,Apidae,Apis,AI ng/org,4.411,3.612,5.252
105,153719234,"3-[(2-Chloro-5-thiazolyl)methyl]tetrahydro-5-methyl-N-nitro-4H-1,3,5-oxadiazin-4-imine",Apis mellifera iberiensis,Multiple,NR,,"Environmental, unspecified",No substrate,Field natural,2,0.005,NA,NA,AI ug/org,,,,NR,Mortality,LD50,Not reported,Terrestrial,35,200,Viability of Honeybee Colonies Exposed to Sunflowers Grown from Seeds Treated with the Neonicotinoids Thiamethoxam and Clothianidin,2018,21,Day(s),Thiamethoxam,Apidae,Apis,AI ng/org,5,NA,NA
169,210880925,[C(E)]-N-[(2-Chloro-5-thiazolyl)methyl]-N'-methyl-N''-nitroguanidine,Apis mellifera iberiensis,Multiple,NR,,"Environmental, unspecified",No substrate,Field natural,2,0.0037,NA,NA,AI ug/org,,,,NR,Mortality,LD50,Not reported,Terrestrial,35,200,Viability of Honeybee Colonies Exposed to Sunflowers Grown from Seeds Treated with the Neonicotinoids Thiamethoxam and Clothianidin,2018,21,Day(s),Clothianidin,Apidae,Apis,AI ng/org,3.7,NA,NA
106,153719234,"3-[(2-Chloro-5-thiazolyl)methyl]tetrahydro-5-methyl-N-nitro-4H-1,3,5-oxadiazin-4-imine",Apis mellifera ligustica,Larva,1,,Food,No substrate,Lab,8,118,37,209,ng/org,,,,,Mortality,LD50,Not reported,Terrestrial,36,24,Toxicity of Thiametoxam on In Vitro Reared Honey Bee Brood,2017,19,Day(s),Thiamethoxam,Apidae,Apis,ng/org,118,37,209
107,153719234,"3-[(2-Chloro-5-thiazolyl)methyl]tetrahydro-5-methyl-N-nitro-4H-1,3,5-oxadiazin-4-imine",Apis mellifera ligustica,Larva,1,,Food,No substrate,Lab,8,229,50,489,ng/org,,,,,Mortality,LD50,Not reported,Terrestrial,36,24,Toxicity of Thiametoxam on In Vitro Reared Honey Bee Brood,2017,14,Day(s),Thiamethoxam,Apidae,Apis,ng/org,229,50,489
111,153719234,"3-[(2-Chloro-5-thiazolyl)methyl]tetrahydro-5-methyl-N-nitro-4H-1,3,5-oxadiazin-4-imine",Apis mellifera ligustica,Post-emergence,4,,Food,No substrate,Lab,6,9.02,5.87,13.04,ng/org,,,,,Mortality,LD50,Not reported,Terrestrial,37,180,Synergistic Toxicity and Physiological Impact of Thiamethoxam Alone or in Binary Mixtures with Three Commonly Used Insecticides on Honeybee,2020,2.1667,Day(s),Thiamethoxam,Apidae,Apis,ng/org,9.02,5.87,13.04
136,153719234,"3-[(2-Chloro-5-thiazolyl)methyl]tetrahydro-5-methyl-N-nitro-4H-1,3,5-oxadiazin-4-imine",Bombus impatiens,Not reported,NR,,Food,No substrate,Lab,6,0.0015,0.0011,0.0018,AI ug/org,,,,,Mortality,LD50,Not reported,Terrestrial,38,240,Acute Oral Toxicity and Risks of Four Classes of Systemic Insecticide to the Common Eastern Bumblebee (Bombus impatiens),2022,2.0138,Day(s),Thiamethoxam,Apidae,Bombus,AI ng/org,1.5,1.1,1.8
144,153719234,"3-[(2-Chloro-5-thiazolyl)methyl]tetrahydro-5-methyl-N-nitro-4H-1,3,5-oxadiazin-4-imine",Scaptotrigona xanthotricha,Not reported,NR,,Food,No substrate,Lab,8,0.37,0.148,0.921,AI ng/org,,,,,Mortality,LD50,Not reported,Terrestrial,39,180,Toxicity Evaluation of Two Insecticides on Tetragonisca angustula and Scaptotrigona xanthotricha (Hymenoptera: Apidae),2017,2,Day(s),Thiamethoxam,Apidae,Scaptotrigona,AI ng/org,0.37,0.148,0.921
145,153719234,"3-[(2-Chloro-5-thiazolyl)methyl]tetrahydro-5-methyl-N-nitro-4H-1,3,5-oxadiazin-4-imine",Scaptotrigona xanthotricha,Not reported,NR,,Dermal,No substrate,Lab,6,27.78,9.54,80.88,AI ng/org,,,,,Mortality,LD50,Not reported,Terrestrial,39,180,Toxicity Evaluation of Two Insecticides on Tetragonisca angustula and Scaptotrigona xanthotricha (Hymenoptera: Apidae),2017,2,Day(s),Thiamethoxam,Apidae,Scaptotrigona,AI ng/org,27.78,9.54,80.88
146,153719234,"3-[(2-Chloro-5-thiazolyl)methyl]tetrahydro-5-methyl-N-nitro-4H-1,3,5-oxadiazin-4-imine",Tetragonisca angustula,Not reported,NR,,Dermal,No substrate,Lab,9,1.86,1.79,2.51,AI ng/org,,,,,Mortality,LD50,Not reported,Terrestrial,39,180,Toxicity Evaluation of Two Insecticides on Tetragonisca angustula and Scaptotrigona xanthotricha (Hymenoptera: Apidae),2017,2,Day(s),Thiamethoxam,Apidae,Tetragonisca,AI ng/org,1.86,1.79,2.51
147,153719234,"3-[(2-Chloro-5-thiazolyl)methyl]tetrahydro-5-methyl-N-nitro-4H-1,3,5-oxadiazin-4-imine",Tetragonisca angustula,Not reported,NR,,Food,No substrate,Lab,6,5.331,1.41,20.16,AI ng/org,,,,,Mortality,LD50,Not reported,Terrestrial,39,180,Toxicity Evaluation of Two Insecticides on Tetragonisca angustula and Scaptotrigona xanthotricha (Hymenoptera: Apidae),2017,2,Day(s),Thiamethoxam,Apidae,Tetragonisca,AI ng/org,5.331,1.41,20.16
151,210880925,[C(E)]-N-[(2-Chloro-5-thiazolyl)methyl]-N'-methyl-N''-nitroguanidine,Apis mellifera,Adult,NR,,Food,No substrate,Lab,8,2.21e-05,1.25e-05,3.18e-05,mg/org,,,,,Mortality,LD50,Not reported,Terrestrial,40,320,Extending Standard Testing Period in Honeybees to Predict Lifespan Impacts of Pesticides and Heavy Metals Using Dynamic Energy Budget Modelling,2016,2,Day(s),Clothianidin,Apidae,Apis,ng/org,22.12,12.46,31.78
152,210880925,[C(E)]-N-[(2-Chloro-5-thiazolyl)methyl]-N'-methyl-N''-nitroguanidine,Apis mellifera,Adult,NR,,Food,No substrate,Lab,8,2.21e-05,1.65e-05,2.8e-05,mg/org,,,,,Mortality,LD50,Not reported,Terrestrial,40,320,Extending Standard Testing Period in Honeybees to Predict Lifespan Impacts of Pesticides and Heavy Metals Using Dynamic Energy Budget Modelling,2016,4,Day(s),Clothianidin,Apidae,Apis,ng/org,22.12,16.52,28
168,210880925,[C(E)]-N-[(2-Chloro-5-thiazolyl)methyl]-N'-methyl-N''-nitroguanidine,Apis mellifera,Adult,NR,,Food,No substrate,Lab,8,1.96e-05,1.26e-05,2.66e-05,mg/org,,,,,Mortality,LD50,Not reported,Terrestrial,40,320,Extending Standard Testing Period in Honeybees to Predict Lifespan Impacts of Pesticides and Heavy Metals Using Dynamic Energy Budget Modelling,2016,10,Day(s),Clothianidin,Apidae,Apis,ng/org,19.6,12.6,26.6
189,210880925,[C(E)]-N-[(2-Chloro-5-thiazolyl)methyl]-N'-methyl-N''-nitroguanidine,Apis mellifera ligustica,Not reported,NR,,Food,No substrate,Lab,8,1.68,1.28,2.04,AI ng/org,,,,,Mortality,LD50,Not reported,Terrestrial,41,240,Synergistic Mortality Between a Neonicotinoid Insecticide and an Ergosterol-Biosynthesis-Inhibiting Fungicide in Three Bee Species,2017,1,Day(s),Clothianidin,Apidae,Apis,AI ng/org,1.68,1.28,2.04
190,210880925,[C(E)]-N-[(2-Chloro-5-thiazolyl)methyl]-N'-methyl-N''-nitroguanidine,Apis mellifera ligustica,Not reported,NR,,Food,No substrate,Lab,8,1.9,1.02,2.37,AI ng/org,,,,,Mortality,LD50,Not reported,Terrestrial,41,240,Synergistic Mortality Between a Neonicotinoid Insecticide and an Ergosterol-Biosynthesis-Inhibiting Fungicide in Three Bee Species,2017,2,Day(s),Clothianidin,Apidae,Apis,AI ng/org,1.9,1.02,2.37
199,210880925,[C(E)]-N-[(2-Chloro-5-thiazolyl)methyl]-N'-methyl-N''-nitroguanidine,Bombus terrestris,Adult,NR,,Food,No substrate,Lab,8,3.12,2.32,3.96,AI ng/org,,,,,Mortality,LD50,Not reported,Terrestrial,41,240,Synergistic Mortality Between a Neonicotinoid Insecticide and an Ergosterol-Biosynthesis-Inhibiting Fungicide in Three Bee Species,2017,1,Day(s),Clothianidin,Apidae,Bombus,AI ng/org,3.12,2.32,3.96
200,210880925,[C(E)]-N-[(2-Chloro-5-thiazolyl)methyl]-N'-methyl-N''-nitroguanidine,Bombus terrestris,Adult,NR,,Food,No substrate,Lab,8,3.12,2.32,3.96,AI ng/org,,,,,Mortality,LD50,Not reported,Terrestrial,41,240,Synergistic Mortality Between a Neonicotinoid Insecticide and an Ergosterol-Biosynthesis-Inhibiting Fungicide in Three Bee Species,2017,3,Day(s),Clothianidin,Apidae,Bombus,AI ng/org,3.12,2.32,3.96
201,210880925,[C(E)]-N-[(2-Chloro-5-thiazolyl)methyl]-N'-methyl-N''-nitroguanidine,Bombus terrestris,Adult,NR,,Food,No substrate,Lab,8,3.12,2.32,3.96,AI ng/org,,,,,Mortality,LD50,Not reported,Terrestrial,41,240,Synergistic Mortality Between a Neonicotinoid Insecticide and an Ergosterol-Biosynthesis-Inhibiting Fungicide in Three Bee Species,2017,2,Day(s),Clothianidin,Apidae,Bombus,AI ng/org,3.12,2.32,3.96
202,210880925,[C(E)]-N-[(2-Chloro-5-thiazolyl)methyl]-N'-methyl-N''-nitroguanidine,Bombus terrestris,Adult,NR,,Food,No substrate,Lab,8,3.12,2.32,3.96,AI ng/org,,,,,Mortality,LD50,Not reported,Terrestrial,41,240,Synergistic Mortality Between a Neonicotinoid Insecticide and an Ergosterol-Biosynthesis-Inhibiting Fungicide in Three Bee Species,2017,4,Day(s),Clothianidin,Apidae,Bombus,AI ng/org,3.12,2.32,3.96
206,210880925,[C(E)]-N-[(2-Chloro-5-thiazolyl)methyl]-N'-methyl-N''-nitroguanidine,Osmia rufa,Not reported,NR,,Food,Not reported,Lab,7,1.17,0.93,1.45,AI ng/org,,,,,Mortality,LD50,Not reported,Terrestrial,41,240,Synergistic Mortality Between a Neonicotinoid Insecticide and an Ergosterol-Biosynthesis-Inhibiting Fungicide in Three Bee Species,2017,3,Day(s),Clothianidin,Megachilidae,Osmia,AI ng/org,1.17,0.93,1.45
207,210880925,[C(E)]-N-[(2-Chloro-5-thiazolyl)methyl]-N'-methyl-N''-nitroguanidine,Osmia rufa,Not reported,NR,,Food,Not reported,Lab,7,1.18,0.9,1.48,AI ng/org,,,,,Mortality,LD50,Not reported,Terrestrial,41,240,Synergistic Mortality Between a Neonicotinoid Insecticide and an Ergosterol-Biosynthesis-Inhibiting Fungicide in Three Bee Species,2017,4,Day(s),Clothianidin,Megachilidae,Osmia,AI ng/org,1.18,0.9,1.48
205,210880925,[C(E)]-N-[(2-Chloro-5-thiazolyl)methyl]-N'-methyl-N''-nitroguanidine,Osmia excavata,Larva,NR,,Food,No substrate,Lab,8,0.007,0.006,0.008,AI ug/org,,,,,Mortality,LD50,Not reported,Terrestrial,42,1440,Comparative Ecotoxicity of Insecticides with Different Modes of Action to Osmia excavata (Hymenoptera: Megachilidae),2021,2,Day(s),Clothianidin,Megachilidae,Osmia,AI ng/org,7,6,8
247,135410207,(1E)-N-[(6-Chloro-3-pyridinyl)methyl]-N'-cyano-N-methylethanimidamide,Osmia excavata,Larva,NR,,Food,No substrate,Lab,8,0.91,0.72,1.19,AI ug/org,,,,,Mortality,LD50,Not reported,Terrestrial,42,1440,Comparative Ecotoxicity of Insecticides with Different Modes of Action to Osmia excavata (Hymenoptera: Megachilidae),2021,2,Day(s),Acetamiprid,Megachilidae,Osmia,AI ng/org,910,720,1190
222,135410207,(1E)-N-[(6-Chloro-3-pyridinyl)methyl]-N'-cyano-N-methylethanimidamide,Apis mellifera,Adult,NR,,Dermal,No substrate,Lab,NR,1.69,0.62,2.48,ug/org,,,,,Mortality,LD50,Not reported,Terrestrial,43,360,Toxicity and Biochemical Changes in the Honey Bee Apis mellifera Exposed to Four Insecticides Under Laboratory Conditions,2015,1,Day(s),Acetamiprid,Apidae,Apis,ng/org,1690,620,2480
223,135410207,(1E)-N-[(6-Chloro-3-pyridinyl)methyl]-N'-cyano-N-methylethanimidamide,Apis mellifera,Adult,NR,,Dermal,No substrate,Lab,8,8.81,4.4,15.2,ug/org,,,,,Mortality,LD50,Not reported,Terrestrial,44,480,Pesticide Risk Assessment at the Molecular Level Using Honey Bee Cytochrome P450 Enzymes: A Complementary Approach,2021,2,Day(s),Acetamiprid,Apidae,Apis,ng/org,8810,4400,15200
224,135410207,(1E)-N-[(6-Chloro-3-pyridinyl)methyl]-N'-cyano-N-methylethanimidamide,Apis mellifera,Larva,4,,Food,No substrate,Lab,6,5.65,4.4,7.26,ug/org,,,,,Mortality,LD50,Not reported,Terrestrial,45,288,"Acute and Chronic Toxicity of Acetamiprid, Carbaryl, Cypermethrin and Deltamethrin to Apis mellifera Larvae Reared In Vitro",2020,3,Day(s),Acetamiprid,Apidae,Apis,ng/org,5650,4400,7260
225,135410207,(1E)-N-[(6-Chloro-3-pyridinyl)methyl]-N'-cyano-N-methylethanimidamide,Apis mellifera ligustica,Adult,NR,,Dermal,No substrate,Lab,'5-6,3.26,1.12,6.05,AI ug/org,,,,,Mortality,LD50,Not reported,Terrestrial,46,150,Joint Toxicity of Acetamiprid and the Co-Applied Pesticide Adjuvants on Honeybees under Semi-Field and Laboratory Conditions,2019,2,Day(s),Acetamiprid,Apidae,Apis,AI ng/org,3260,1120,6050
